mold_id,shape,type,application,length_mm,width_mm,height_thickness_mm,diameter_mm,wall_thickness_mm,volume_liters,surface_area_mm2,cavity_count,injection_points,typical_material,typical_density_kgm3,cycle_time_estimate_s,notes
MOLD-RECT-00242,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,300,45,,,10.8,579000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00243,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,300,50,,,12.0,590000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00244,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,400,10,,,3.2,664000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00245,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,400,15,,,4.8,676000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00246,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,400,20,,,6.4,688000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00247,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,400,25,,,8.0,700000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,46.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00248,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,400,30,,,9.6,712000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00249,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,400,35,,,11.2,724000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00250,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,400,40,,,12.8,736000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,56.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00251,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,400,45,,,14.4,748000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00252,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,400,50,,,16.0,760000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00253,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,500,10,,,4.0,826000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00254,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,500,15,,,6.0,839000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00255,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,500,20,,,8.0,852000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,46.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00256,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,500,25,,,10.0,865000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,50.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00257,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,500,30,,,12.0,878000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00258,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,500,35,,,14.0,891000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,58.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00259,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,500,40,,,16.0,904000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00260,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,500,45,,,18.0,917000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,66.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00261,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,500,50,,,20.0,930000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,70.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00262,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,600,10,,,4.8,988000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00263,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,600,15,,,7.2,1002000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00264,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,600,20,,,9.6,1016000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00265,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,600,25,,,12.0,1030000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00266,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,600,30,,,14.4,1044000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00267,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,600,35,,,16.8,1058000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,64.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00268,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,600,40,,,19.2,1072000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00269,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,600,45,,,21.6,1086000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,73.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00270,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,600,50,,,24.0,1100000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00271,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",800,400,20,,,6.4,688000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00272,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,400,30,,,9.6,712000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00273,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,400,40,,,12.8,736000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,56.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00274,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,400,50,,,16.0,760000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00275,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,400,60,,,19.2,784000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00276,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,400,70,,,22.4,808000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,75.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00277,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,400,80,,,25.6,832000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,81.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00278,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",800,600,20,,,9.6,1016000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00279,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,600,30,,,14.4,1044000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00280,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,600,40,,,19.2,1072000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00281,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,600,50,,,24.0,1100000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00282,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,600,60,,,28.8,1128000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,88.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00283,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,600,70,,,33.6,1156000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,97.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00284,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,600,80,,,38.4,1184000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,107.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00285,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",800,800,20,,,12.8,1344000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,56.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00286,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,800,30,,,19.2,1376000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00287,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,800,40,,,25.6,1408000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,81.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00288,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,800,50,,,32.0,1440000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,94.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00289,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,800,60,,,38.4,1472000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,107.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00290,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,800,70,,,44.8,1504000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,120.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00291,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,800,80,,,51.2,1536000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,132.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00292,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",800,1000,20,,,16.0,1672000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00293,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,1000,30,,,24.0,1708000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00294,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,1000,40,,,32.0,1744000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,94.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00295,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",800,1000,50,,,40.0,1780000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,110.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00296,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,1000,60,,,48.0,1816000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,126.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00297,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,1000,70,,,56.0,1852000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,142.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00298,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",800,1000,80,,,64.0,1888000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,158.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00299,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1000,400,20,,,8.0,856000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,46.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00300,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,400,30,,,12.0,884000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00301,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,400,40,,,16.0,912000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00302,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,400,50,,,20.0,940000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,70.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00303,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,400,60,,,24.0,968000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00304,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,400,70,,,28.0,996000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,86.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00305,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,400,80,,,32.0,1024000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,94.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00306,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1000,600,20,,,12.0,1264000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00307,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,600,30,,,18.0,1296000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,66.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00308,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,600,40,,,24.0,1328000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00309,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,600,50,,,30.0,1360000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,90.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00310,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,600,60,,,36.0,1392000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,102.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00311,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,600,70,,,42.0,1424000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,114.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00312,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,600,80,,,48.0,1456000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,126.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00313,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1000,800,20,,,16.0,1672000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00314,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,800,30,,,24.0,1708000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00315,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,800,40,,,32.0,1744000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,94.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00316,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,800,50,,,40.0,1780000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,110.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00317,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,800,60,,,48.0,1816000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,126.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00318,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,800,70,,,56.0,1852000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,142.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00319,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,800,80,,,64.0,1888000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,158.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00320,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1000,1000,20,,,20.0,2080000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,70.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00321,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,1000,30,,,30.0,2120000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,90.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00322,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,1000,40,,,40.0,2160000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,110.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00323,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1000,1000,50,,,50.0,2200000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,130.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00324,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,1000,60,,,60.0,2240000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,150.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00325,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,1000,70,,,70.0,2280000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,170.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00326,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1000,1000,80,,,80.0,2320000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,190.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00327,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1200,400,20,,,9.6,1024000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00328,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,400,30,,,14.4,1056000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00329,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,400,40,,,19.2,1088000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00330,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,400,50,,,24.0,1120000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00331,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,400,60,,,28.8,1152000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,88.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00332,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,400,70,,,33.6,1184000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,97.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00333,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,400,80,,,38.4,1216000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,107.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00334,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1200,600,20,,,14.4,1512000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00335,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,600,30,,,21.6,1548000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,73.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00336,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,600,40,,,28.8,1584000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,88.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00337,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,600,50,,,36.0,1620000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,102.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00338,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,600,60,,,43.2,1656000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,116.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00339,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,600,70,,,50.4,1692000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,131.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00340,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,600,80,,,57.6,1728000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,145.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00341,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1200,800,20,,,19.2,2000000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00342,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,800,30,,,28.8,2040000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,88.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00343,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,800,40,,,38.4,2080000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,107.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00344,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,800,50,,,48.0,2120000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,126.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00345,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,800,60,,,57.6,2160000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,145.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00346,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,800,70,,,67.2,2200000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,164.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00347,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,800,80,,,76.8,2240000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,184.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00348,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1200,1000,20,,,24.0,2488000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,78.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00349,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,1000,30,,,36.0,2532000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,102.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00350,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,1000,40,,,48.0,2576000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,126.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00351,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1200,1000,50,,,60.0,2620000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,150.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00352,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,1000,60,,,72.0,2664000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,174.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00353,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,1000,70,,,84.0,2708000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,198.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00354,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1200,1000,80,,,96.0,2752000,1,4,"Ecofoam Standard, Ecomate Spray EC",40,222.0,"Medium Panel for Sandwich Panel, Structural Insulation"
MOLD-RECT-00355,Rectangular,Medium Panel,"Appliance Door Core, Light Insulation",1400,400,20,,,11.2,1192000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Medium Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00356,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,400,30,,,16.8,1228000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,64.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00357,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,400,40,,,22.4,1264000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,75.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00358,Rectangular,Medium Panel,"Refrigerator Panel, Medium Insulation",1400,400,50,,,28.0,1300000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,86.0,"Medium Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00359,Rectangular,Medium Panel,"Sandwich Panel, Structural Insulation",1400,400,60,,,33.6,1336000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,97.0,"Medium Panel for Sandwich Panel, Structural Insulation"
