pipe_id,inner_diameter_mm,outer_diameter_mm,wall_thickness_mm,length_mm,cross_section_area_mm2,volume_liters,size_class,length_class,recommended_max_pressure_bar,material,surface_roughness_um,temperature_rating_c,notes
PIPE-01778,24,28.0,2.0,220,452.39,0.0995,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01779,24,28.0,2.0,230,452.39,0.104,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01780,24,28.0,2.0,240,452.39,0.1086,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01781,24,28.0,2.0,250,452.39,0.1131,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01782,24,28.0,2.0,260,452.39,0.1176,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01783,24,28.0,2.0,270,452.39,0.1221,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01784,24,28.0,2.0,280,452.39,0.1267,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01785,24,28.0,2.0,290,452.39,0.1312,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01786,24,28.0,2.0,300,452.39,0.1357,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01787,24,28.0,2.0,310,452.39,0.1402,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01788,24,28.0,2.0,320,452.39,0.1448,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01789,24,28.0,2.0,330,452.39,0.1493,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01790,24,28.0,2.0,340,452.39,0.1538,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01791,24,28.0,2.0,350,452.39,0.1583,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01792,24,28.0,2.0,360,452.39,0.1629,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01793,24,28.0,2.0,370,452.39,0.1674,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01794,24,28.0,2.0,380,452.39,0.1719,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01795,24,28.0,2.0,390,452.39,0.1764,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01796,24,28.0,2.0,400,452.39,0.181,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01797,24,28.0,2.0,410,452.39,0.1855,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01798,24,28.0,2.0,420,452.39,0.19,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01799,24,28.0,2.0,430,452.39,0.1945,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01800,24,28.0,2.0,440,452.39,0.1991,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01801,24,28.0,2.0,450,452.39,0.2036,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01802,24,28.0,2.0,460,452.39,0.2081,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01803,24,28.0,2.0,470,452.39,0.2126,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01804,24,28.0,2.0,480,452.39,0.2171,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01805,24,28.0,2.0,490,452.39,0.2217,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01806,24,28.0,2.0,500,452.39,0.2262,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01807,24,28.0,2.0,500,452.39,0.2262,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01808,24,28.0,2.0,525,452.39,0.2375,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01809,24,28.0,2.0,550,452.39,0.2488,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01810,24,28.0,2.0,575,452.39,0.2601,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01811,24,28.0,2.0,600,452.39,0.2714,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01812,24,28.0,2.0,625,452.39,0.2827,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01813,24,28.0,2.0,650,452.39,0.2941,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01814,24,28.0,2.0,675,452.39,0.3054,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01815,24,28.0,2.0,700,452.39,0.3167,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01816,24,28.0,2.0,725,452.39,0.328,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01817,24,28.0,2.0,750,452.39,0.3393,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01818,24,28.0,2.0,775,452.39,0.3506,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01819,24,28.0,2.0,800,452.39,0.3619,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01820,24,28.0,2.0,825,452.39,0.3732,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01821,24,28.0,2.0,850,452.39,0.3845,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01822,24,28.0,2.0,875,452.39,0.3958,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01823,24,28.0,2.0,900,452.39,0.4072,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01824,24,28.0,2.0,925,452.39,0.4185,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01825,24,28.0,2.0,950,452.39,0.4298,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01826,24,28.0,2.0,975,452.39,0.4411,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01827,24,28.0,2.0,1000,452.39,0.4524,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01828,24,28.0,2.0,1000,452.39,0.4524,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01829,24,28.0,2.0,1050,452.39,0.475,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01830,24,28.0,2.0,1100,452.39,0.4976,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01831,24,28.0,2.0,1150,452.39,0.5202,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01832,24,28.0,2.0,1200,452.39,0.5429,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01833,24,28.0,2.0,1250,452.39,0.5655,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01834,24,28.0,2.0,1300,452.39,0.5881,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01835,24,28.0,2.0,1350,452.39,0.6107,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01836,24,28.0,2.0,1400,452.39,0.6333,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01837,24,28.0,2.0,1450,452.39,0.656,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01838,24,28.0,2.0,1500,452.39,0.6786,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01839,24,28.0,2.0,1550,452.39,0.7012,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01840,24,28.0,2.0,1600,452.39,0.7238,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01841,24,28.0,2.0,1650,452.39,0.7464,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01842,24,28.0,2.0,1700,452.39,0.7691,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01843,24,28.0,2.0,1750,452.39,0.7917,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01844,24,28.0,2.0,1800,452.39,0.8143,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01845,24,28.0,2.0,1850,452.39,0.8369,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01846,24,28.0,2.0,1900,452.39,0.8595,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01847,24,28.0,2.0,1950,452.39,0.8822,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01848,24,28.0,2.0,2000,452.39,0.9048,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01849,25,29.0,2.0,50,490.87,0.0245,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01850,25,29.0,2.0,60,490.87,0.0295,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01851,25,29.0,2.0,70,490.87,0.0344,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01852,25,29.0,2.0,80,490.87,0.0393,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01853,25,29.0,2.0,90,490.87,0.0442,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01854,25,29.0,2.0,100,490.87,0.0491,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01855,25,29.0,2.0,110,490.87,0.054,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01856,25,29.0,2.0,120,490.87,0.0589,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01857,25,29.0,2.0,130,490.87,0.0638,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01858,25,29.0,2.0,140,490.87,0.0687,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01859,25,29.0,2.0,150,490.87,0.0736,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01860,25,29.0,2.0,160,490.87,0.0785,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01861,25,29.0,2.0,170,490.87,0.0834,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01862,25,29.0,2.0,180,490.87,0.0884,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01863,25,29.0,2.0,190,490.87,0.0933,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01864,25,29.0,2.0,200,490.87,0.0982,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01865,25,29.0,2.0,210,490.87,0.1031,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01866,25,29.0,2.0,220,490.87,0.108,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01867,25,29.0,2.0,230,490.87,0.1129,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01868,25,29.0,2.0,240,490.87,0.1178,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01869,25,29.0,2.0,250,490.87,0.1227,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01870,25,29.0,2.0,260,490.87,0.1276,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01871,25,29.0,2.0,270,490.87,0.1325,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01872,25,29.0,2.0,280,490.87,0.1374,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01873,25,29.0,2.0,290,490.87,0.1424,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01874,25,29.0,2.0,300,490.87,0.1473,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01875,25,29.0,2.0,310,490.87,0.1522,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01876,25,29.0,2.0,320,490.87,0.1571,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01877,25,29.0,2.0,330,490.87,0.162,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01878,25,29.0,2.0,340,490.87,0.1669,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01879,25,29.0,2.0,350,490.87,0.1718,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01880,25,29.0,2.0,360,490.87,0.1767,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01881,25,29.0,2.0,370,490.87,0.1816,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01882,25,29.0,2.0,380,490.87,0.1865,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01883,25,29.0,2.0,390,490.87,0.1914,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01884,25,29.0,2.0,400,490.87,0.1963,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01885,25,29.0,2.0,410,490.87,0.2013,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01886,25,29.0,2.0,420,490.87,0.2062,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01887,25,29.0,2.0,430,490.87,0.2111,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01888,25,29.0,2.0,440,490.87,0.216,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01889,25,29.0,2.0,450,490.87,0.2209,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01890,25,29.0,2.0,460,490.87,0.2258,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01891,25,29.0,2.0,470,490.87,0.2307,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01892,25,29.0,2.0,480,490.87,0.2356,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01893,25,29.0,2.0,490,490.87,0.2405,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01894,25,29.0,2.0,500,490.87,0.2454,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01895,25,29.0,2.0,500,490.87,0.2454,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01896,25,29.0,2.0,525,490.87,0.2577,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01897,25,29.0,2.0,550,490.87,0.27,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01898,25,29.0,2.0,575,490.87,0.2823,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01899,25,29.0,2.0,600,490.87,0.2945,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01900,25,29.0,2.0,625,490.87,0.3068,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01901,25,29.0,2.0,650,490.87,0.3191,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01902,25,29.0,2.0,675,490.87,0.3313,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01903,25,29.0,2.0,700,490.87,0.3436,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01904,25,29.0,2.0,725,490.87,0.3559,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01905,25,29.0,2.0,750,490.87,0.3682,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01906,25,29.0,2.0,775,490.87,0.3804,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01907,25,29.0,2.0,800,490.87,0.3927,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01908,25,29.0,2.0,825,490.87,0.405,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01909,25,29.0,2.0,850,490.87,0.4172,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01910,25,29.0,2.0,875,490.87,0.4295,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01911,25,29.0,2.0,900,490.87,0.4418,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01912,25,29.0,2.0,925,490.87,0.4541,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01913,25,29.0,2.0,950,490.87,0.4663,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01914,25,29.0,2.0,975,490.87,0.4786,Large,Long,8.0,Stainless Steel 316L,0.8,150,Large Long pipe for PU injection
PIPE-01915,25,29.0,2.0,1000,490.87,0.4909,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01916,25,29.0,2.0,1000,490.87,0.4909,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01917,25,29.0,2.0,1050,490.87,0.5154,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01918,25,29.0,2.0,1100,490.87,0.54,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01919,25,29.0,2.0,1150,490.87,0.5645,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01920,25,29.0,2.0,1200,490.87,0.589,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01921,25,29.0,2.0,1250,490.87,0.6136,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01922,25,29.0,2.0,1300,490.87,0.6381,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01923,25,29.0,2.0,1350,490.87,0.6627,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01924,25,29.0,2.0,1400,490.87,0.6872,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01925,25,29.0,2.0,1450,490.87,0.7118,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01926,25,29.0,2.0,1500,490.87,0.7363,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01927,25,29.0,2.0,1550,490.87,0.7609,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01928,25,29.0,2.0,1600,490.87,0.7854,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01929,25,29.0,2.0,1650,490.87,0.8099,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01930,25,29.0,2.0,1700,490.87,0.8345,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01931,25,29.0,2.0,1750,490.87,0.859,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01932,25,29.0,2.0,1800,490.87,0.8836,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01933,25,29.0,2.0,1850,490.87,0.9081,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01934,25,29.0,2.0,1900,490.87,0.9327,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01935,25,29.0,2.0,1950,490.87,0.9572,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01936,25,29.0,2.0,2000,490.87,0.9817,Large,Extra Long,8.0,Stainless Steel 316L,0.8,150,Large Extra Long pipe for PU injection
PIPE-01937,26,30.0,2.0,50,530.93,0.0265,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01938,26,30.0,2.0,60,530.93,0.0319,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01939,26,30.0,2.0,70,530.93,0.0372,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01940,26,30.0,2.0,80,530.93,0.0425,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01941,26,30.0,2.0,90,530.93,0.0478,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01942,26,30.0,2.0,100,530.93,0.0531,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01943,26,30.0,2.0,110,530.93,0.0584,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01944,26,30.0,2.0,120,530.93,0.0637,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01945,26,30.0,2.0,130,530.93,0.069,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01946,26,30.0,2.0,140,530.93,0.0743,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01947,26,30.0,2.0,150,530.93,0.0796,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01948,26,30.0,2.0,160,530.93,0.0849,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01949,26,30.0,2.0,170,530.93,0.0903,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01950,26,30.0,2.0,180,530.93,0.0956,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01951,26,30.0,2.0,190,530.93,0.1009,Large,Short,8.0,Stainless Steel 316L,0.8,150,Large Short pipe for PU injection
PIPE-01952,26,30.0,2.0,200,530.93,0.1062,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01953,26,30.0,2.0,210,530.93,0.1115,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01954,26,30.0,2.0,220,530.93,0.1168,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01955,26,30.0,2.0,230,530.93,0.1221,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01956,26,30.0,2.0,240,530.93,0.1274,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01957,26,30.0,2.0,250,530.93,0.1327,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01958,26,30.0,2.0,260,530.93,0.138,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01959,26,30.0,2.0,270,530.93,0.1434,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01960,26,30.0,2.0,280,530.93,0.1487,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01961,26,30.0,2.0,290,530.93,0.154,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01962,26,30.0,2.0,300,530.93,0.1593,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01963,26,30.0,2.0,310,530.93,0.1646,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01964,26,30.0,2.0,320,530.93,0.1699,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01965,26,30.0,2.0,330,530.93,0.1752,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01966,26,30.0,2.0,340,530.93,0.1805,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01967,26,30.0,2.0,350,530.93,0.1858,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01968,26,30.0,2.0,360,530.93,0.1911,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01969,26,30.0,2.0,370,530.93,0.1964,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01970,26,30.0,2.0,380,530.93,0.2018,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
PIPE-01971,26,30.0,2.0,390,530.93,0.2071,Large,Medium,8.0,Stainless Steel 316L,0.8,150,Large Medium pipe for PU injection
